j,ID_unique,POINT_X,POINT_Y,Y,LandPrice,Grid_supply,Actual_required_MW,Available_intake_MW,Chosen_BatTypes
750,2221,158056.9943,380786.307,1.0,455.9978638,77,110.1706551,64,0
751,2223,160767.5861,386788.0473,1.0,270.2000122,111,121.8170066,109,0
753,2228,160262.9562,383535.2577,1.0,316.1841431,77,110.1706551,64,0
755,2231,160153.934,384690.3584,1.0,249.5860443,111,121.8170066,109,0
756,2232,163453.8515,382236.4196,1.0,292.680481,207,197.6820818,190,0
757,2234,159655.9519,380915.5605,1.0,276.4309998,77,110.1706551,64,0
759,2239,158982.9344,383627.3827,1.0,282.5605774,77,110.1706551,64,0
762,2246,160923.4327,386692.4562,1.0,246.7076263,111,121.8170066,109,0
764,2254,162904.3235,387642.1009,1.0,319.5452576,207,197.6820818,190,0
766,2265,161725.8342,385050.2711,1.0,286.0669556,207,197.6820818,190,0
767,2266,163226.1037,383176.4259,1.0,280.6400146,207,197.6820818,190,0
769,2268,162804.0251,381613.5172,1.0,307.2999878,207,197.6820818,190,0
771,2274,160007.3153,382006.9818,1.0,271.764801,77,110.1706551,64,0
772,2277,161563.2383,386229.7428,1.0,326.9599915,207,197.6820818,190,0
776,2283,160210.8535,385942.0961,1.0,273.3169861,111,121.8170066,109,0
777,2284,161457.1654,386455.3035,1.0,406.3881531,207,197.6820818,190,0
779,2296,162547.1639,387525.3098,1.0,307.3334351,207,197.6820818,190,0
780,2301,163563.9916,382788.453,1.0,315.2581482,207,197.6820818,190,0
781,2310,161166.6267,385355.5174,1.0,283.0366211,111,121.8170066,109,0
782,2312,158928.0004,383267.7204,1.0,366.3999939,77,110.1706551,64,0
783,2314,160656.7466,385997.852,1.0,274.7714539,111,121.8170066,109,0
786,2320,160543.3081,381092.4048,1.0,354.0813904,77,110.1706551,64,0
788,2325,163985.271,383521.8449,1.0,364.3299866,207,197.6820818,190,0
790,2328,158839.319,383519.2957,1.0,266.7080078,77,110.1706551,64,0
792,2330,160722.2936,381228.6146,1.0,344.8692932,207,197.6820818,190,0
793,2331,158323.282,382956.0843,1.0,411.9483643,77,110.1706551,64,0
794,2339,159354.0273,384223.4387,1.0,302.5041199,77,110.1706551,64,0
795,2341,159829.4094,382651.0857,1.0,462.5815125,77,110.1706551,64,0
797,2344,162837.7681,383590.4681,1.0,369.6000061,207,197.6820818,190,0
798,2357,159725.4534,382652.5191,1.0,449.1406555,77,110.1706551,64,0
799,2359,161879.0374,382826.4873,1.0,271.480011,207,197.6820818,190,0
800,2366,161276.0308,383586.8338,1.0,263.2857971,111,121.8170066,109,0
801,2368,159173.3637,383050.9993,1.0,284.1618347,77,110.1706551,64,0
802,2373,160405.1746,386246.6849,1.0,254.2352448,111,121.8170066,109,0
807,2391,161474.5078,385135.1119,1.0,404.3839417,207,197.6820818,190,0
810,2396,158727.8143,383788.0126,1.0,239.1999969,77,110.1706551,64,0
816,2421,163332.9108,382935.4982,1.0,323.9312134,207,197.6820818,190,0
817,2422,163718.9582,383271.0705,1.0,283.4400024,207,197.6820818,190,0
819,2427,162652.0346,387882.9962,1.0,336.1629333,207,197.6820818,190,0
820,2429,160883.5963,385367.6479,1.0,297.9200134,111,121.8170066,109,0
822,2435,162987.964,383619.1247,1.0,383.9899902,207,197.6820818,190,0
823,2437,161992.0262,385705.1505,1.0,263.2000122,207,197.6820818,190,0
831,2471,161071.7051,384145.8456,1.0,338.5475464,207,197.6820818,190,0
832,2473,158272.4684,383476.3278,1.0,304.9398499,77,110.1706551,64,0
833,2474,163265.4959,384173.4018,1.0,314.9998474,207,197.6820818,190,0
835,2479,162553.5943,383347.9859,1.0,303.1109924,207,197.6820818,190,0
836,2481,163076.5301,382305.2668,1.0,262.3999939,207,197.6820818,190,0
837,2483,159322.0967,380881.5508,1.0,296.980011,77,110.1706551,64,0
839,2487,159774.0148,384547.2421,1.0,258.2162476,77,110.1706551,64,0
841,2491,157512.4903,383274.0638,1.0,408.1983337,77,110.1706551,64,0
843,2500,162380.2383,381966.2101,1.0,358.2000122,207,197.6820818,190,0
845,2502,164068.7153,383907.8047,1.0,300.8457947,207,197.6820818,190,0
847,2505,161225.5677,387339.3482,1.0,286.8396912,207,197.6820818,190,0
850,2513,163945.0212,382435.3362,1.0,398.8548584,207,197.6820818,190,0
852,2517,159345.1534,385090.8004,1.0,362.2439575,111,121.8170066,109,0
853,2519,161875.4315,385091.8121,1.0,148.2698975,207,197.6820818,190,0
854,2526,162923.2576,382423.8451,1.0,362.6477661,207,197.6820818,190,0
857,2534,157638.0895,383161.283,1.0,410.4527588,77,110.1706551,64,0
858,2535,158107.9996,383755.8082,1.0,287.1348267,77,110.1706551,64,0
859,2537,160784.9578,386442.7127,1.0,259.2246094,111,121.8170066,109,0
860,2538,163648.0906,383525.2838,1.0,270.374054,207,197.6820818,190,0
862,2541,163059.7049,383270.3302,1.0,246.8448944,207,197.6820818,190,0
865,2549,160502.9339,387437.5634,1.0,301.9923096,111,121.8170066,109,0
866,2553,161822.594,385936.6671,1.0,275.8677368,207,197.6820818,190,0
868,2555,161301.8994,383753.4315,1.0,298.9186707,207,197.6820818,190,0
871,2565,157856.7159,383885.5023,1.0,361.5036011,77,110.1706551,64,0
873,2567,163309.9893,383787.9491,1.0,397.0799866,207,197.6820818,190,0
877,2572,161700.9374,384905.0972,1.0,275.5416565,207,197.6820818,190,0
885,2601,160100.7006,385099.498,1.0,412.7000122,111,121.8170066,109,0
887,2607,161942.1222,381939.8226,1.0,282.8829651,207,197.6820818,190,0
888,2610,163199.7738,384008.8843,1.0,273.6556396,207,197.6820818,190,0
889,2612,161956.8969,385196.3357,1.0,148.9851685,207,197.6820818,190,0
894,2620,161067.2336,384652.2501,1.0,264.125824,111,121.8170066,109,0
896,2625,163333.6258,383564.5265,1.0,366.3200073,207,197.6820818,190,0
898,2633,164059.4618,384085.9944,1.0,337.382019,207,197.6820818,190,0
900,2635,160395.1264,384234.9873,1.0,210.1875458,111,121.8170066,109,0
901,2639,163140.4869,382470.6616,1.0,306.4284668,207,197.6820818,190,0
902,2641,157480.0761,383632.0147,1.0,490.4198914,77,110.1706551,64,0
903,2645,163052.806,383877.1904,1.0,619.8939819,207,197.6820818,190,0
904,2647,162173.9797,381876.374,1.0,288.8912964,207,197.6820818,190,0
908,2661,161522.397,386983.9603,1.0,334.9599915,111,121.8170066,109,0
910,2663,161879.2226,387347.9164,1.0,326.3186035,111,121.8170066,109,0
911,2665,162165.1504,386143.705,1.0,354.2112122,207,197.6820818,190,0
912,2671,160303.4616,385268.575,1.0,286.9599915,111,121.8170066,109,0
914,2679,161367.5142,383370.7436,1.0,299.719635,111,121.8170066,109,0
916,2683,160542.1676,384581.1102,1.0,324.1048584,111,121.8170066,109,0
917,2687,160128.987,381461.8056,1.0,282.8022461,77,110.1706551,64,0
919,2690,159675.9363,384867.7484,1.0,198.0264435,111,121.8170066,109,0
920,2691,163223.7247,382227.8502,1.0,299.019989,207,197.6820818,190,0
921,2695,160268.5222,382213.9277,1.0,279.0799866,77,110.1706551,64,0
922,2696,162359.2072,381040.112,1.0,311.1700134,207,197.6820818,190,0
924,2700,158676.5458,383114.3246,1.0,373.1522522,77,110.1706551,64,0
925,2703,159660.0943,381567.7516,1.0,243.411499,77,110.1706551,64,0
927,2705,160831.4369,384333.7956,1.0,273.6203308,111,121.8170066,109,0
928,2708,162930.818,382607.5097,1.0,415.6464539,207,197.6820818,190,0
929,2712,163064.9768,384073.8886,1.0,213.051712,207,197.6820818,190,0
930,2713,160168.0553,382331.6466,1.0,248.8399963,77,110.1706551,64,0
931,2718,159818.768,381947.0733,1.0,233.16362,77,110.1706551,64,0
932,2719,160887.2033,385043.9608,1.0,118.0786209,111,121.8170066,109,0
933,2724,159660.361,384456.5274,1.0,305.3969727,77,110.1706551,64,0
934,2727,160728.803,387555.1117,1.0,352.0757141,207,197.6820818,190,0
936,2731,161370.498,384309.9521,1.0,338.8399963,207,197.6820818,190,0
938,2735,158124.1984,380896.0462,1.0,386.1593628,77,110.1706551,64,0
941,2742,160189.7157,384295.408,1.0,278.1509094,111,121.8170066,109,0
944,2751,161385.3276,383550.8705,1.0,243.6908112,111,121.8170066,109,0
946,2754,158637.318,380999.0299,1.0,329.7565308,77,110.1706551,64,0
951,2768,159123.1053,380872.9416,1.0,330.7026367,77,110.1706551,64,0
953,2774,162954.8543,381051.662,1.0,274.0,207,197.6820818,190,0
958,2787,159555.4842,381886.7806,1.0,304.5541687,77,110.1706551,64,0
960,2796,161596.9021,385304.5012,1.0,360.4197083,207,197.6820818,190,0
963,2799,161214.5964,387581.5559,1.0,333.9500122,207,197.6820818,190,0
966,2807,159138.2768,381375.6535,1.0,308.0273743,77,110.1706551,64,0
971,2838,160754.4223,384859.4414,1.0,237.7900696,111,121.8170066,109,0
973,2847,162818.2703,383300.6637,1.0,304.2000122,207,197.6820818,190,0
974,2849,160368.9593,386061.7574,1.0,276.9037476,111,121.8170066,109,0
976,2853,158434.7656,383535.6242,1.0,267.9031067,77,110.1706551,64,0
977,2854,160194.1431,387005.579,1.0,242.0,111,121.8170066,109,0
980,2859,161084.7989,384789.2709,1.0,251.4805603,111,121.8170066,109,0
983,2865,159113.0959,383300.9069,1.0,331.3500061,77,110.1706551,64,0
985,2873,162156.6827,387745.5997,1.0,271.4189758,207,197.6820818,190,0
988,2879,161600.0019,388032.2152,1.0,262.0092773,207,197.6820818,190,0
989,2880,159545.3602,384662.6403,1.0,307.656189,111,121.8170066,109,0
990,2881,160332.7286,382344.9681,1.0,299.0175171,77,110.1706551,64,0
991,2887,162216.0468,381510.7505,1.0,424.1799927,207,197.6820818,190,0
992,2893,161963.2122,386843.6109,1.0,280.0242004,207,197.6820818,190,0
993,2902,161819.3504,386865.4487,1.0,327.4200134,111,121.8170066,109,0
994,2908,160043.6407,382177.4302,1.0,235.9355316,77,110.1706551,64,0
995,2909,163717.9943,382400.4291,1.0,388.0075684,207,197.6820818,190,0
997,2912,162602.5537,387659.2666,1.0,277.3312073,207,197.6820818,190,0
998,2916,161793.5019,381765.1026,1.0,340.6968689,207,197.6820818,190,0
999,2917,160238.7593,386907.6059,1.0,226.8473969,111,121.8170066,109,0
1001,2923,159046.557,383445.4235,1.0,236.0,77,110.1706551,64,0
1004,2929,159934.0225,385500.9373,1.0,325.7990112,111,121.8170066,109,0
1005,2930,161077.4006,387844.378,1.0,381.6312561,207,197.6820818,190,0
1007,2940,162665.0527,384051.2149,1.0,541.0727539,207,197.6820818,190,0
1008,2942,161789.9509,387228.7688,1.0,384.6400146,111,121.8170066,109,0
1010,2946,160278.4905,386130.6292,1.0,251.4799957,111,121.8170066,109,0
1012,2951,160089.8329,383855.0289,1.0,264.1248474,111,121.8170066,109,0
1014,2953,162313.5409,381806.7457,1.0,355.7200012,207,197.6820818,190,0
1018,2961,159905.7219,384138.0942,1.0,408.202301,111,121.8170066,109,0
1021,2971,161165.7286,384707.3446,1.0,249.9199982,111,121.8170066,109,0
1022,2975,163898.587,383750.5878,1.0,402.0363464,207,197.6820818,190,0
1023,2976,158854.1846,382824.4749,1.0,367.443634,77,110.1706551,64,0
1026,2987,161297.2297,384448.1656,1.0,309.3616333,207,197.6820818,190,0
1027,2989,161570.0992,385724.6263,1.0,298.980011,207,197.6820818,190,0
1031,3005,161820.6226,385277.5316,1.0,279.8875427,207,197.6820818,190,0
1032,3014,160375.7798,382222.2246,1.0,311.019989,77,110.1706551,64,0
1036,3028,160721.9562,383770.6384,1.0,259.1463623,111,121.8170066,109,0
1039,3040,161985.2611,387003.6255,1.0,290.4743042,207,197.6820818,190,0
1042,3050,163956.527,383055.1147,1.0,280.9019165,207,197.6820818,190,0
1043,3051,162933.0192,383503.9226,1.0,385.3200073,207,197.6820818,190,0
1044,3053,157957.2033,381107.7953,1.0,142.9022675,77,110.1706551,64,0
1046,3057,159191.1014,383527.3314,1.0,242.0880127,77,110.1706551,64,0
1048,3072,163543.1229,383006.6338,1.0,291.793335,207,197.6820818,190,0
1052,3097,162319.0396,387334.7394,1.0,302.5272827,207,197.6820818,190,0
1057,3115,159612.6118,382161.8357,1.0,250.1900024,77,110.1706551,64,0
1058,3118,163644.0872,383342.7727,1.0,286.1403809,207,197.6820818,190,0
1059,3120,162076.8726,386884.7664,1.0,294.6359558,207,197.6820818,190,0
1061,3127,162927.5551,381660.0973,1.0,277.0450134,207,197.6820818,190,0
1062,3131,158559.9117,383317.8105,1.0,315.5929871,77,110.1706551,64,0
1067,3156,160917.67,383632.081,1.0,361.6099243,111,121.8170066,109,0
1069,3163,161258.8512,387993.3013,1.0,307.2082825,207,197.6820818,190,0
1070,3166,158836.0455,383759.7411,1.0,271.6112976,77,110.1706551,64,0
1074,3173,161172.0215,384107.5974,1.0,358.7000122,207,197.6820818,190,0
1076,3176,159338.2327,385454.4413,1.0,548.2061157,111,121.8170066,109,0
1078,3186,158725.8406,383971.2284,1.0,331.3999939,77,110.1706551,64,0
1080,3193,161620.3947,386023.5993,1.0,299.1647339,207,197.6820818,190,0
1082,3198,160433.7573,382521.6983,1.0,303.8630066,77,110.1706551,64,0
1084,3204,160480.4322,384762.1535,1.0,336.7486572,111,121.8170066,109,0
1085,3211,158585.6593,382942.0131,1.0,394.1517334,77,110.1706551,64,0
1088,3217,160783.2797,385141.522,1.0,243.3479614,111,121.8170066,109,0
1091,3222,160385.5132,383540.4172,1.0,334.8613281,77,110.1706551,64,0
1093,3225,161264.437,385601.419,1.0,271.2817078,207,197.6820818,190,0
1095,3232,158929.3141,383851.6755,1.0,280.723999,77,110.1706551,64,0
1096,3233,164234.3835,383762.2969,1.0,333.4404602,207,197.6820818,190,0
1098,3238,161700.0925,383741.162,1.0,409.5810547,207,197.6820818,190,0
1099,3239,160795.5766,384437.4761,1.0,251.5180206,111,121.8170066,109,0
1100,3240,159975.8997,385329.793,1.0,314.2600098,111,121.8170066,109,0
1103,3252,160598.7078,382753.7444,1.0,332.2501831,77,110.1706551,64,0
1104,3255,158288.7324,383678.5076,1.0,272.8399963,77,110.1706551,64,0
1105,3257,163212.9683,383633.469,1.0,335.8033752,207,197.6820818,190,0
1106,3261,162146.9257,385504.8278,1.0,339.9965515,207,197.6820818,190,0
1108,3268,159432.357,383509.4156,1.0,245.7170105,77,110.1706551,64,0
1110,3278,159430.7211,385008.2042,1.0,264.9969482,111,121.8170066,109,0
1113,3285,163719.5081,383973.6738,1.0,274.7000122,207,197.6820818,190,0
1114,3288,160308.5054,381759.745,1.0,377.0840149,77,110.1706551,64,0
1116,3293,159014.9424,384199.4195,1.0,323.4500122,77,110.1706551,64,0
1117,3297,163771.9508,383733.4185,1.0,319.9599915,207,197.6820818,190,0
1119,3302,159474.2417,381679.9619,1.0,255.3067474,77,110.1706551,64,0
1120,3305,157254.4652,383991.8766,1.0,520.3547363,77,110.1706551,64,0
1127,3322,161457.0844,385638.2798,1.0,285.0299988,207,197.6820818,190,0
1130,3334,161982.0278,387273.1661,1.0,311.4163818,111,121.8170066,109,0
1131,3335,161571.2057,387580.5283,1.0,322.239563,207,197.6820818,190,0
1132,3337,163609.0883,382347.6065,1.0,405.7744751,207,197.6820818,190,0
1134,3347,161959.8072,387672.6798,1.0,307.585083,207,197.6820818,190,0
1135,3349,162523.5943,383182.5226,1.0,273.4944458,207,197.6820818,190,0
1136,3350,159781.5941,382254.3612,1.0,241.5735779,77,110.1706551,64,0
1137,3351,163024.2716,383003.7235,1.0,341.6890259,207,197.6820818,190,0
1141,3373,163378.4234,383929.4478,1.0,357.5670776,207,197.6820818,190,0
1144,3385,161667.7362,386115.0457,1.0,309.5799866,207,197.6820818,190,0
1145,3386,159745.5846,382436.6236,1.0,283.2689209,77,110.1706551,64,0
1147,3392,162504.3338,381463.0041,1.0,330.8837585,207,197.6820818,190,0
1148,3397,160054.0926,387284.9446,1.0,266.1599731,111,121.8170066,109,0
1149,3398,162381.0925,387426.8634,1.0,316.8800049,207,197.6820818,190,0
1151,3404,161572.342,383416.0461,1.0,333.2539063,207,197.6820818,190,0
1152,3405,161722.2372,387516.5264,1.0,312.382843,207,197.6820818,190,0
1155,3413,161829.9499,387108.1579,1.0,342.7999878,111,121.8170066,109,0
1156,3416,160184.8992,381645.8218,1.0,264.3069763,77,110.1706551,64,0
1157,3421,160650.2165,381365.5336,1.0,329.6219482,77,110.1706551,64,0
1159,3429,159160.0328,383976.2659,1.0,304.3042603,77,110.1706551,64,0
1160,3432,158577.0191,381410.3885,1.0,293.9564209,77,110.1706551,64,0
1161,3436,160928.8226,384417.5255,1.0,258.480011,111,121.8170066,109,0
1162,3438,160965.8205,384949.3112,1.0,202.2976685,111,121.8170066,109,0
1164,3443,157861.4217,383635.0697,1.0,263.1237793,77,110.1706551,64,0
1165,3446,159642.1396,385832.6651,1.0,448.4844055,111,121.8170066,109,0
1166,3449,160532.2432,383834.228,1.0,341.5935669,111,121.8170066,109,0
1167,3454,161705.4554,383899.1953,1.0,409.9499512,207,197.6820818,190,0
1169,3458,162073.4851,386225.2031,1.0,304.980011,207,197.6820818,190,0
1170,3459,162275.7683,381132.808,1.0,323.7200012,207,197.6820818,190,0
1172,3465,159310.2522,382904.55,1.0,321.8077698,77,110.1706551,64,0
1174,3467,162001.737,381637.2003,1.0,314.183136,207,197.6820818,190,0
1176,3469,161287.0441,384093.1323,1.0,354.7326965,207,197.6820818,190,0
1180,3486,160962.8712,382873.6788,1.0,303.6000061,77,110.1706551,64,0
1181,3487,162178.5885,386034.3807,1.0,382.1283264,207,197.6820818,190,0
1182,3490,162495.082,387835.16,1.0,250.4402618,207,197.6820818,190,0
1183,3496,163997.8213,383980.3599,1.0,281.2399902,207,197.6820818,190,0
1184,3498,162952.2891,383288.2413,1.0,292.2106628,207,197.6820818,190,0
1186,3502,161608.2267,387781.5778,1.0,322.6427307,207,197.6820818,190,0
1187,3504,160516.6015,384875.4357,1.0,256.0799866,111,121.8170066,109,0
1189,3508,159411.4174,381979.6753,1.0,275.5700073,77,110.1706551,64,0
1190,3509,158188.4486,383081.2827,1.0,399.3800049,77,110.1706551,64,0
1191,3513,161455.4373,384128.3634,1.0,376.2528687,207,197.6820818,190,0
1193,3516,159156.5118,381770.2758,1.0,365.12854,77,110.1706551,64,0
1194,3520,158075.3273,383114.439,1.0,394.3916321,77,110.1706551,64,0
1196,3527,159330.639,384085.6776,1.0,199.1882477,111,121.8170066,109,0
1198,3529,163370.6052,381406.0606,1.0,279.1600037,207,197.6820818,190,0
1199,3531,159066.7236,381231.1323,1.0,346.5003052,77,110.1706551,64,0
1201,3544,162756.1514,387359.5227,1.0,298.5341797,207,197.6820818,190,0
1202,3559,162468.3719,382046.0401,1.0,365.6529846,207,197.6820818,190,0
1203,3561,163611.1952,383855.7316,1.0,405.9417419,207,197.6820818,190,0
1204,3562,162876.5833,383218.3389,1.0,251.0599976,207,197.6820818,190,0
1207,3569,163829.6667,383163.1322,1.0,266.5469971,207,197.6820818,190,0
1211,3580,160530.1306,381875.369,1.0,328.6168213,77,110.1706551,64,0
1213,3588,160790.9005,387645.4484,1.0,352.9448242,207,197.6820818,190,0
1214,3591,160787.1853,385271.7418,1.0,300.8477478,111,121.8170066,109,0
1215,3597,159990.8054,385045.1556,1.0,371.7772522,111,121.8170066,109,0
1220,3606,161327.3032,383135.9889,1.0,262.6404419,111,121.8170066,109,0
1222,3608,157927.4584,383369.7156,1.0,352.4288635,77,110.1706551,64,0
1223,3610,163470.2947,383367.9944,1.0,331.3196411,207,197.6820818,190,0
1226,3614,160953.7618,381721.172,1.0,595.7088623,207,197.6820818,190,0
1228,3618,160201.3241,381906.4963,1.0,370.0002747,77,110.1706551,64,0
1229,3619,161283.1721,384229.0308,1.0,321.9421692,207,197.6820818,190,0
1230,3621,159155.363,381480.2382,1.0,282.7200012,77,110.1706551,64,0
1235,3644,163223.633,383026.2145,1.0,305.639679,207,197.6820818,190,0
1236,3646,160968.3462,385664.4486,1.0,294.688324,111,121.8170066,109,0
1237,3649,163940.4137,383421.3787,1.0,330.8274841,207,197.6820818,190,0
1238,3654,158386.1773,383190.184,1.0,369.9193115,77,110.1706551,64,0
1239,3655,164107.0017,382870.7757,1.0,333.6581116,207,197.6820818,190,0
1240,3656,160497.2518,384460.3801,1.0,298.2053833,111,121.8170066,109,0
1242,3665,163537.2359,381976.6294,1.0,310.1000061,207,197.6820818,190,0
1243,3671,161335.6458,383897.3783,1.0,327.7720642,207,197.6820818,190,0
1246,3677,163339.1974,384083.5914,1.0,313.7493591,207,197.6820818,190,0
1250,3696,162434.1276,381851.611,1.0,350.2592163,207,197.6820818,190,0
1251,3701,157356.3069,383894.4093,1.0,523.7401123,77,110.1706551,64,0
1252,3707,160932.9289,387496.5045,1.0,323.6765747,207,197.6820818,190,0
1254,3717,163654.3317,383754.5291,1.0,315.3908691,207,197.6820818,190,0
1255,3718,159517.6813,385700.1615,1.0,468.8547058,111,121.8170066,109,0
1256,3721,158982.2631,383359.7915,1.0,297.8210449,77,110.1706551,64,0
1257,3730,158810.5231,383118.5541,1.0,350.9322815,77,110.1706551,64,0
1259,3737,159038.568,382901.0537,1.0,321.0690918,77,110.1706551,64,0
1261,3741,161096.7167,385031.0805,1.0,229.9514618,111,121.8170066,109,0
1262,3751,161053.8747,387557.2736,1.0,419.7731018,207,197.6820818,190,0
1263,3752,161863.6185,381843.2458,1.0,319.3205261,207,197.6820818,190,0
1266,3769,161446.2364,387471.9679,1.0,321.9935303,207,197.6820818,190,0
1267,3772,159717.8808,384765.3793,1.0,211.670517,111,121.8170066,109,0
1268,3773,161312.6522,382911.9545,1.0,320.6600037,77,110.1706551,64,0
1269,3777,162036.8459,385551.4496,1.0,320.3430176,207,197.6820818,190,0
1271,3785,157415.3993,383995.876,1.0,471.4190979,77,110.1706551,64,0
1272,3786,163688.3198,384089.3393,1.0,360.7223511,207,197.6820818,190,0
1273,3788,158485.5528,382941.47,1.0,403.507843,77,110.1706551,64,0
1276,3794,163563.8093,383975.6163,1.0,359.4721375,207,197.6820818,190,0
1277,3795,158172.7586,383467.2645,1.0,337.6000061,77,110.1706551,64,0
1279,3804,161192.7047,385079.9651,1.0,320.9616089,111,121.8170066,109,0
1280,3806,161092.7691,383938.3636,1.0,252.4233246,207,197.6820818,190,0
1282,3809,159249.1872,383691.5992,1.0,275.3111877,77,110.1706551,64,0
1283,3814,158835.7281,381014.0443,1.0,299.660675,77,110.1706551,64,0
1284,3815,160248.2766,384560.0306,1.0,273.1464844,111,121.8170066,109,0
1286,3818,159416.3277,382992.067,1.0,373.8200073,77,110.1706551,64,0
1287,3819,162320.1059,387046.1969,1.0,311.8824158,207,197.6820818,190,0
1289,3824,159795.3287,385700.4148,1.0,372.2862854,111,121.8170066,109,0
1292,3829,163272.6879,384284.9208,1.0,469.691925,207,197.6820818,190,0
1293,3833,161447.9424,383190.6021,1.0,309.2032776,111,121.8170066,109,0
1294,3835,161023.4877,387379.9432,1.0,274.6625671,207,197.6820818,190,0
1298,3845,163865.6327,382365.1272,1.0,400.6635437,207,197.6820818,190,0
1299,3848,159201.6768,382933.6635,1.0,259.8128662,77,110.1706551,64,0
1301,3857,158218.2882,380935.3587,1.0,378.1664734,77,110.1706551,64,0
1303,3859,163885.0008,382258.8257,1.0,430.9620972,207,197.6820818,190,0
1304,3865,162513.612,384009.3099,1.0,595.4395752,207,197.6820818,190,0
1305,3866,163087.9584,381950.702,1.0,315.1135864,207,197.6820818,190,0
1308,3876,162853.5023,383402.1908,1.0,366.583252,207,197.6820818,190,0
1309,3877,158713.6515,383432.3027,1.0,293.5599976,77,110.1706551,64,0
1310,3879,162999.428,381572.0132,1.0,278.0,207,197.6820818,190,0
1313,3885,162978.3241,382267.6966,1.0,301.5343628,207,197.6820818,190,0
1315,3889,161822.7631,387639.6962,1.0,338.789917,207,197.6820818,190,0
1316,3890,161034.9924,385287.3979,1.0,309.0524292,111,121.8170066,109,0
1317,3893,161852.5307,386069.3901,1.0,250.4453583,207,197.6820818,190,0
1318,3894,159655.0965,381759.1206,1.0,224.4600067,77,110.1706551,64,0
1324,3905,160139.7815,385310.9063,1.0,258.6492615,111,121.8170066,109,0
1327,3916,163238.2067,382330.184,1.0,382.2390747,207,197.6820818,190,0
1328,3923,159845.6567,385111.6705,1.0,292.2997131,111,121.8170066,109,0
1330,3934,158460.3465,381495.18,1.0,309.1042175,77,110.1706551,64,0
1332,3939,159315.7128,381254.1883,1.0,285.6879883,77,110.1706551,64,0
1333,3941,161541.2551,385522.4166,1.0,289.0743408,207,197.6820818,190,0
1336,3954,159330.6574,381630.9738,1.0,240.0754852,77,110.1706551,64,0
1338,3958,161568.8246,384084.0269,1.0,367.9511719,207,197.6820818,190,0
1339,3961,161165.3974,385950.2313,1.0,279.4308472,207,197.6820818,190,0
1340,3963,159729.5842,382546.7214,1.0,367.6777649,77,110.1706551,64,0
1344,3972,163499.4283,383260.617,1.0,282.5363464,207,197.6820818,190,0
1346,3978,162633.6861,388191.7226,1.0,374.6350708,207,197.6820818,190,0
1347,3979,159572.8063,381640.1631,1.0,227.9129944,77,110.1706551,64,0
1348,3980,159278.6508,383304.2436,1.0,380.7200012,77,110.1706551,64,0
1349,3982,161069.2395,384038.1712,1.0,329.7709045,207,197.6820818,190,0
1354,3998,159733.9385,381148.5825,1.0,256.2310486,77,110.1706551,64,0
1356,4006,158950.6933,383157.2121,1.0,337.5250549,77,110.1706551,64,0
1360,4015,160785.2696,384005.7642,1.0,236.0399933,111,121.8170066,109,0
1361,4017,161928.2079,387134.6244,1.0,321.4489441,111,121.8170066,109,0
1362,4021,160905.4434,387702.185,1.0,376.3882141,207,197.6820818,190,0
1363,4022,159012.8289,383918.2136,1.0,300.5001831,77,110.1706551,64,0
1367,4031,158499.3508,381164.4689,1.0,340.5993958,77,110.1706551,64,0
1368,4032,160828.5708,386660.0818,1.0,255.1990967,111,121.8170066,109,0
1369,4038,160952.9376,384738.3683,1.0,245.6399994,111,121.8170066,109,0
1370,4042,162852.042,387810.4068,1.0,317.3000488,207,197.6820818,190,0
1371,4046,163113.269,382181.6444,1.0,304.6400146,207,197.6820818,190,0
1372,4047,160215.9077,381343.6645,1.0,277.3169861,77,110.1706551,64,0
1373,4052,160987.9511,384506.1333,1.0,209.8800049,111,121.8170066,109,0
1375,4060,162025.8345,387750.6296,1.0,337.3302917,207,197.6820818,190,0
1378,4082,160679.9058,385337.1843,1.0,286.1130981,111,121.8170066,109,0
1380,4084,158744.7403,380952.5625,1.0,326.5993042,77,110.1706551,64,0
1381,4085,159705.2437,381034.4314,1.0,278.1661987,77,110.1706551,64,0
1382,4086,160192.0842,384472.1137,1.0,276.1977539,111,121.8170066,109,0
1383,4090,159494.5494,381415.4256,1.0,294.1499939,77,110.1706551,64,0
1384,4093,160224.1419,385064.3293,1.0,378.6799927,111,121.8170066,109,0
1390,4111,163719.3825,382175.2313,1.0,295.1400146,207,197.6820818,190,0
1391,4117,163157.6748,384179.0253,1.0,186.6880188,207,197.6820818,190,0
1393,4119,163819.1289,384057.6629,1.0,434.536499,207,197.6820818,190,0
1395,4132,161660.4288,387292.2581,1.0,287.2000122,111,121.8170066,109,0
1396,4134,161951.4831,386222.0377,1.0,275.155426,207,197.6820818,190,0
1397,4137,161346.4374,387518.7201,1.0,307.4537048,207,197.6820818,190,0
1398,4138,162026.8248,381994.8321,1.0,343.5031433,207,197.6820818,190,0
1399,4139,161435.4138,387840.2603,1.0,320.5640869,207,197.6820818,190,0
1400,4142,162154.6218,385276.4769,1.0,518.8692627,207,197.6820818,190,0
1402,4146,161458.2068,383903.9003,1.0,355.4472656,207,197.6820818,190,0
1406,4163,158791.734,381126.6086,1.0,329.3269348,77,110.1706551,64,0
1407,4166,163704.2511,383076.7478,1.0,254.3099365,207,197.6820818,190,0
